Food,ProductType,FlavorVariant,Calories-kcl,Protein-g,Carb-g,Fiber-g,Sugar-g,Sodium-g,SaturatedFat-g,MonounsaturatedFat-g,PolyunsaturatedFat-g,TransaFat-g,MeasureQuantity,MeasureType,MQCalories-kcl,MQGmWt,MQCalories100gm-kcl
English Muffins,English Muffins, Enriched,235,7.7,46.0,2.7,19.0,464,0.3,0.3,0.9,0.49,1.0,Oz,67,28.0,235
English Muffins,English Muffins, Toasted,270,10.3,52.7,2.8,3.5,477,0.5,0.5,0.9,0.0,1.0,Oz,77,28.0,270
English Muffins,English Muffins, Unenriched,235,7.7,46.0,2.7,19.0,464,0.3,0.3,0.9,0.49,1.0,Oz,67,28.0,235
English Muffins,English Muffins, Prepared From Recipe,240,7.9,48.1,2.6,14.8,299,0.5,0.8,0.3,0.0,1.0,Oz,68,28.0,240
English Muffins,English Muffins, Toasted (Includes Apple-Cinnamon),276,8.9,55.0,3.0,13.3,342,0.6,1.1,0.5,0.0,1.0,Oz,78,28.0,276
English Muffins,English Muffins, Prepared From Recipe,223,8.7,44.8,4.6,1.6,353,0.3,0.3,0.8,0.49,1.0,Oz,63,28.0,223
English Muffins,English Muffins, Toasted,243,9.4,48.7,5.0,1.7,384,0.3,0.3,0.9,0.49,1.0,Oz,69,28.0,243
English Muffins,English Muffins, Prepared From Recipe,203,8.8,40.4,6.7,8.1,364,0.3,0.5,0.8,0.49,1.0,Oz,58,28.0,203
English Muffins,English Muffins, Toasted,221,9.6,44.1,7.3,8.8,396,0.4,0.6,0.9,0.49,1.0,Oz,63,28.0,221
Famous Amos,Famous Amos, Prepared From Recipe,503,4.5,67.7,2.8,32.4,359,9.6,5.8,7.1,0.29,4.0,Cookies,146,29.0,503
Famous Amos,Famous Amos, Prepared From Recipe,519,5.8,63.8,3.3,31.8,356,9.7,8.1,7.4,0.2,4.0,Cookies,151,29.0,519
Famous Amos,Famous Amos, Prepared From Recipe,474,4.3,72.3,2.2,40.4,420,6.4,4.4,6.9,0.27,3.0,Cookies,161,34.0,474
Famous Amos,Famous Amos, Prepared From Recipe,485,4.9,73.8,1.3,37.2,260,6.3,4.4,7.2,0.28,3.0,Cookies,165,34.0,485
Focaccia,Focaccia, Plain,249,8.8,35.8,1.8,1.8,561,0.9,5.7,1.0,0.0,1.0,Piece,142,57.0,249
French Toast,French Toast, Ready-To-Heat,213,7.4,32.1,1.1,19.0,495,1.5,2.0,1.2,0.49,1.0,Oz,60,28.0,213
French Toast,French Toast, Made With Low Fat (2%) Milk,229,7.7,25.0,3.33,19.0,479,2.7,4.5,2.6,0.49,1.0,Oz,65,28.0,229
General Mills,General Mills, Dry,413,3.8,81.3,3.33,43.9,672,2.3,4.51,4.37,0.49,1.0,Serving,178,43.0,413
George Weston Bakeries,George Weston Bakeries, Dry,390,13.3,72.7,5.4,19.0,1680,0.9,2.0,0.8,0.49,1.0,Serving,260,67.0,390
George Weston Bakeries,George Weston Bakeries, Prepared From Recipe,232,8.0,46.0,3.33,19.0,345,0.3,0.3,0.9,0.08,1.0,Serving,132,57.0,232
Girl Scouts,Girl Scouts, Prepared From Recipe,520,5.1,64.8,1.3,29.6,225,11.2,5.6,8.6,0.36,4.0,Cookies,156,30.0,520
Girl Scouts,Girl Scouts, Prepared From Recipe,478,4.2,72.3,1.5,35.4,247,6.4,4.2,6.9,0.27,3.0,Cookies,172,36.0,478
Girl Scouts,Girl Scouts, Prepared From Recipe,478,8.1,66.0,3.7,31.1,301,5.9,6.5,7.3,0.2,2.0,Cookies,115,24.0,478
Girl Scouts,Girl Scouts, Prepared From Recipe,489,3.5,64.1,4.4,35.8,182,17.7,2.8,3.7,0.2,2.0,Cookies,142,29.0,489
Girl Scouts,Girl Scouts, Prepared From Recipe,558,8.1,52.2,3.5,30.9,371,19.2,8.4,6.3,0.27,2.0,Cookies,140,25.0,558
Girl Scouts,Girl Scouts, Prepared From Recipe,491,4.6,70.0,1.8,28.9,305,7.8,4.5,7.2,0.29,2.0,Cookies,123,25.0,491
Girl Scouts,Girl Scouts, Prepared From Recipe,502,4.5,67.3,2.3,32.0,380,16.5,2.6,3.6,0.37,4.0,Cookies,161,32.0,502
Girl Scouts,Girl Scouts, Prepared From Recipe,498,5.7,68.0,1.6,20.7,343,7.3,5.1,8.1,0.33,5.0,Cookies,164,33.0,498
Glutino,Glutino, Chocolate Vanilla Creme,474,2.2,76.0,2.5,49.0,275,7.9,6.1,1.8,0.1,3.0,Cookies,209,44.0,474
Glutino,Glutino, Vanilla Creme,487,2.2,77.3,0.0,49.4,189,8.1,6.3,1.9,0.08,3.0,Cookies,219,45.0,487
Glutino,Glutino, Lemon Flavored,515,0.0,74.4,0.0,42.3,111,10.5,8.3,2.7,0.04,3.0,Cookies,155,30.0,515
Glutino,Glutino, Milk Chocolate,541,4.1,62.8,1.6,41.0,122,15.3,9.5,2.3,0.1,3.0,Cookies,124,23.0,541
Hush Puppies,Hush Puppies, Prepared From Recipe,337,7.7,46.0,2.8,2.0,668,2.1,3.3,7.2,0.49,1.0,Oz,96,28.0,337
Ice Cream Cones,Ice Cream Cones, Prepared From Recipe,417,8.1,79.0,3.0,6.0,256,1.2,1.8,3.3,0.49,1.0,Oz,118,28.0,417
Ice Cream Cones,Ice Cream Cones, Rolled-Type,402,7.9,84.1,1.7,25.7,298,0.6,1.5,1.5,0.49,1.0,Oz,114,28.0,402
Interstate Brands Corp,Interstate Brands Corp, Prepared From Recipe,273,8.1,50.8,2.6,11.1,488,1.0,0.8,2.2,0.49,1.0,Serving,117,43.0,273
Jackson'S,Jackson'S, Prepared From Recipe,469,5.7,71.7,1.4,31.6,334,5.9,4.1,6.7,0.26,3.0,Cookies,150,32.0,469
Jackson'S,Jackson'S, Prepared From Recipe,453,5.0,74.0,1.1,33.9,390,4.9,3.4,5.8,0.21,8.0,Cookies,136,30.0,453
Kashi,Kashi, Prepared From Recipe,192,5.7,34.6,9.0,4.6,476,0.7,3.4,2.3,0.1,2.0,Pieces,138,72.0,192
Kashi,Kashi, Original,396,10.6,73.4,12.2,0.4,283,1.1,6.0,4.5,0.0,7.0,Cracker,119,30.0,396
Kashi,Kashi, Roasted Garlic,440,10.5,73.2,12.2,0.6,240,1.1,6.1,4.6,0.0,7.0,Cracker,132,30.0,440
Kashi,Kashi, Prepared From Recipe,197,6.0,35.4,9.3,4.2,479,0.7,3.5,2.4,0.1,2.0,Pieces,142,72.0,197
Kashi,Kashi, Country Cheddar Crackers,445,9.8,68.0,2.5,3.7,724,1.9,7.5,4.1,0.05,18.0,Cracker,134,30.0,445
Kashi,Kashi, Fire Roasted Vegetable Crackers,389,12.0,64.6,8.7,7.3,664,1.1,5.8,3.7,0.2,15.0,Crackers,117,30.0,389
Kashi,Kashi, Happy Trail Mix Cookies,451,8.1,63.9,13.7,26.6,249,4.1,7.8,5.6,0.01,1.0,Cookie,135,30.0,451
Kashi,Kashi, Honey Sesame Crackers,398,8.7,72.2,5.8,16.1,471,0.9,5.0,3.6,0.0,15.0,Cracker,119,30.0,398
Kashi,Kashi, Oatmeal Dark Chocolate Cookies,426,7.2,67.0,12.2,27.2,222,4.2,7.8,4.0,0.0,1.0,Cookie,128,30.0,426
Kashi,Kashi, Oatmeal Raisin Flax Cookies,414,7.7,67.0,12.8,24.8,236,1.6,6.7,6.4,0.0,1.0,Cookie,124,30.0,414
Kashi,Kashi, Original 7-Grain Crackers,385,13.9,63.2,9.0,13.5,530,1.2,5.5,3.9,0.2,15.0,Crackers,116,30.0,385
Kashi,Kashi, Pita Crisps,381,10.5,72.4,14.7,5.4,585,0.9,4.4,2.9,0.1,11.0,Crisps,118,31.0,381
Kashi,Kashi, Pita Crisps,381,11.0,71.6,15.3,2.9,585,0.9,4.4,2.9,0.1,11.0,Crisps,118,31.0,381
Kashi,Kashi, Toasted Asiago Crackers,420,12.7,66.4,9.6,7.1,659,2.2,5.9,3.9,0.2,15.0,Crackers,130,31.0,420
Keebler,Keebler, Chips Deluxe,452,4.7,77.7,3.1,40.3,441,5.3,3.3,3.8,0.2,1.0,Pouch,95,21.0,452
Keebler,Keebler, Fudge Shoppe,471,4.0,72.2,2.4,39.7,423,12.7,2.1,3.7,0.39,1.0,Pouch,94,20.0,471
Keebler,Keebler, Fudge Shoppe,479,4.5,71.2,3.2,39.3,392,13.4,2.3,3.6,0.4,1.0,Pouch,101,21.0,479
Keebler,Keebler, Fudge Shoppe,455,7.5,71.3,3.9,32.9,595,15.2,0.8,0.2,0.1,1.0,Package,96,21.0,455
Keebler,Keebler, Fudge Shoppe,455,4.5,65.1,2.8,31.5,284,7.4,4.9,6.5,0.2,1.0,Package,96,21.0,455
Keebler,Keebler, Fudge Shoppe,467,4.5,73.2,2.3,34.8,349,11.1,2.1,3.9,0.36,1.0,Pouch,93,20.0,467
Keebler,Keebler, Fudge Shoppe,470,4.0,74.3,1.9,39.2,314,12.9,1.5,2.8,0.38,1.0,Pouch,99,21.0,470
Keebler,Keebler, Fudge Shoppe,456,5.2,75.0,2.9,34.5,343,10.3,1.7,2.9,0.31,1.0,Pouch,96,21.0,456
Keebler,Keebler, Sandies Shortbread Cookies,468,5.2,73.9,1.4,25.8,438,6.8,3.6,5.1,0.32,1.0,Pouch,98,21.0,468
Keebler,Keebler, Sandies Shortbread Cookies,462,4.1,72.4,13.2,27.0,253,11.2,2.7,5.1,0.4,1.0,Package,97,21.0,462
Keebler,Keebler, White Fudge Dipped Pretzels,483,7.0,68.8,2.3,31.7,632,16.7,0.6,0.2,0.3,1.0,Pouch,101,21.0,483
Keebler,Keebler, Holiday,482,5.1,70.1,1.6,26.0,407,6.3,4.6,6.9,0.29,4.0,Cookies,135,28.0,482
Keebler,Keebler, Chocolate Chip Cookie,437,5.3,69.9,2.4,36.2,348,6.3,4.0,4.6,0.2,2.0,Cookies,140,32.0,437
Keebler,Keebler, Oatmeal Raisin Cookie,420,6.1,69.1,3.6,32.3,321,4.6,3.3,5.3,0.2,2.0,Cookies,134,32.0,420
Keebler,Keebler, Prepared From Recipe,502,8.1,59.5,1.3,13.4,760,6.4,5.5,12.2,0.66,1.0,Package,196,39.0,502
Keebler,Keebler, Prepared From Recipe,492,10.8,59.0,3.2,9.0,843,3.7,8.4,12.0,0.15,1.0,Package,192,39.0,492
Keebler,Keebler, Prepared From Recipe,499,8.4,59.8,1.8,14.2,790,6.3,5.3,11.9,0.66,1.0,Package,195,39.0,499
Keebler,Keebler, Chocolate Lovers Cookies,508,5.5,63.0,3.1,34.0,417,11.7,7.2,6.8,0.3,2.0,Cookies,163,32.0,508
Keebler,Keebler, Chocolate Malt Chunk Cookies,537,4.7,61.8,1.7,31.6,342,13.8,5.9,8.2,0.35,2.0,Cookies,166,31.0,537
Keebler,Keebler, Coconut Cookies,530,5.7,61.5,3.7,28.4,293,14.1,5.5,7.7,0.33,2.0,Cookies,159,30.0,530
Keebler,Keebler, Dark Chocolate Chunk Cookies,518,4.3,64.0,2.6,31.2,437,11.0,6.9,8.1,0.3,2.0,Cookies,166,32.0,518
Keebler,Keebler, Mini Chocolate Chip Cookies,498,5.2,68.0,2.4,31.0,418,9.2,5.8,6.6,0.2,1.0,Pouch,169,34.0,498
Keebler,Keebler, Oatmeal Chocolate Chip Cookies,500,6.4,65.3,4.4,32.3,332,9.4,6.3,6.9,0.28,2.0,Cookies,155,31.0,500
Keebler,Keebler, Original Chocolate Chip Cookies,517,5.5,62.7,2.9,30.1,350,11.1,7.2,8.2,0.3,2.0,Cookies,155,30.0,517
Keebler,Keebler, Peanut Butter Cups Cookies,519,6.0,60.8,2.3,30.2,285,12.8,6.4,7.7,0.3,2.0,Cookies,166,32.0,519
Keebler,Keebler, Rainbow Chocolate Chip Cookies,502,5.1,65.0,2.4,33.5,332,10.4,5.2,6.9,0.3,2.0,Cookies,156,31.0,502
Keebler,Keebler, Soft 'N Chewy Chocolate Chip Cookies,464,4.2,67.4,2.5,29.9,349,8.5,4.6,6.0,0.3,2.0,Cookies,144,31.0,464
Keebler,Keebler, Prepared From Recipe,429,7.3,73.9,4.8,26.0,447,4.3,2.9,4.9,0.2,1.0,Package,159,37.0,429
Keebler,Keebler, Prepared From Recipe,494,8.4,61.3,1.3,14.1,756,6.1,5.0,11.1,0.64,1.0,Package,193,39.0,494
Keebler,Keebler, Snack Sticks,471,6.5,66.0,3.1,14.0,890,3.5,7.7,8.8,1.3,12.0,Crackers,137,29.0,471
Keebler,Keebler, Snack Sticks,475,6.0,65.0,2.4,9.5,1106,3.7,8.0,9.2,1.3,12.0,Crackers,138,29.0,475
Keebler,Keebler, Dash Of Salt Crackers,490,6.8,66.3,2.1,7.3,432,3.6,5.4,12.8,0.2,4.0,Crackers,69,14.0,490
Keebler,Keebler, Minis Multigrain Crackers,470,7.3,67.4,3.7,10.7,876,4.5,4.8,9.2,1.0,17.0,Crackers,71,15.0,470
Keebler,Keebler, Minis Original Crackers,479,6.0,66.4,2.2,8.0,972,4.8,5.1,9.9,1.1,17.0,Crackers,72,15.0,479
Keebler,Keebler, Multigrain Crackers,466,7.1,65.9,3.5,12.0,883,3.3,5.0,11.8,0.19,4.0,Crackers,65,14.0,466
Keebler,Keebler, Original Crackers,486,5.5,66.2,1.9,8.9,909,3.6,5.4,12.9,0.21,4.0,Crackers,68,14.0,486
Keebler,Keebler, Reduced Fat Crackers,441,6.1,73.1,2.0,10.1,938,2.4,3.3,8.1,0.13,5.0,Crackers,71,16.0,441
Keebler,Keebler, Prepared From Recipe,482,6.5,67.0,3.6,29.9,362,6.9,5.0,7.9,0.29,2.0,Cookies,135,28.0,482
Keebler,Keebler, Prepared From Recipe,504,3.9,68.3,2.6,37.9,267,11.6,3.8,5.8,0.3,4.0,Cookies,131,26.0,504
Keebler,Keebler, Butter Flavored Cookies,482,5.5,70.0,3.4,33.9,275,7.0,4.0,8.0,0.4,2.0,Cookies,174,36.0,482
Keebler,Keebler, Double Stuffed Cookies,512,4.6,67.6,4.1,38.5,266,10.5,4.3,9.6,0.38,2.0,Cookies,179,35.0,512
Keebler,Keebler, Caramel Filled Cookies,506,2.9,66.7,1.6,42.0,138,17.9,2.6,3.4,0.55,2.0,Cookies,152,30.0,506
Keebler,Keebler, Cheesecake Middles,506,4.4,64.7,4.1,33.7,320,14.1,3.9,7.1,0.5,3.0,Cookies,132,26.0,506
Keebler,Keebler, Cheesecake Middles,507,4.2,65.5,3.2,33.2,259,13.8,3.7,7.3,0.5,3.0,Cookies,132,26.0,507
Keebler,Keebler, Coconut Dreams Cookies,499,3.5,61.4,3.3,34.5,193,20.7,2.6,3.1,0.3,2.0,Cookies,140,28.0,499
Keebler,Keebler, Deluxe Grahams Cookies,511,4.0,66.6,2.2,37.3,265,17.2,2.7,4.9,0.55,3.0,Pieces,138,27.0,511
Keebler,Keebler, Fudge Grahams,470,5.6,73.7,3.2,34.1,324,10.0,1.9,3.9,0.28,4.0,Cookies,127,27.0,470
Keebler,Keebler, Fudge Sticks,529,2.6,68.8,1.3,53.0,131,16.9,3.2,5.9,0.57,3.0,Cookies,153,29.0,529
Keebler,Keebler, Fudge Sticks,544,6.8,60.0,2.7,41.4,138,17.4,6.3,6.5,0.5,3.0,Cookies,158,29.0,544
Keebler,Keebler, Fudge Stripes,487,4.3,70.1,3.1,39.9,370,14.5,2.5,3.8,0.4,3.0,Cookies,151,31.0,487
Keebler,Keebler, Fudge Stripes,498,4.1,68.8,1.9,33.8,271,14.8,2.7,5.1,0.5,3.0,Cookies,154,31.0,498
Keebler,Keebler, Fudge Stripes,497,4.2,68.7,1.8,31.8,367,13.8,2.9,5.5,0.47,1.0,Package,199,40.0,497
Keebler,Keebler, Fudge Stripes,478,5.5,66.4,7.1,33.1,367,14.7,3.1,5.2,0.5,3.0,Cookies,148,31.0,478
Keebler,Keebler, Fudge Stripes,500,4.1,68.6,1.9,33.8,348,14.8,2.7,5.1,0.49,3.0,Cookies,155,31.0,500
Keebler,Keebler, Fudge-Dipped Ice Cream Cups,485,6.0,73.1,2.2,25.7,136,16.8,0.5,1.1,0.38,1.0,Cup,39,8.0,485
Keebler,Keebler, Grasshopper Cookies,499,4.0,68.3,2.4,39.7,266,16.4,2.4,4.1,0.5,4.0,Cookies,145,29.0,499
Keebler,Keebler, Jumbo Fudge Sticks,537,7.1,60.6,3.2,40.8,121,15.7,9.0,4.1,0.4,1.0,Cookie,166,31.0,537
Keebler,Keebler, Jumbo Fudge Sticks,530,2.4,68.6,1.7,51.2,113,17.0,7.4,2.0,0.4,1.0,Cookie,164,31.0,530
Keebler,Keebler, Magic Middles Fudge Filled Cookies,521,5.0,62.5,1.9,33.0,187,9.9,4.8,7.8,0.4,2.0,Cookies,156,30.0,521
Keebler,Keebler, Magic Middles Fudge Filled Cookies,514,6.9,59.2,2.7,34.5,479,8.9,6.3,6.0,0.3,2.0,Cookies,154,30.0,514
Keebler,Keebler, Merry Mint Patties,528,2.9,66.7,1.4,44.3,249,23.3,3.2,1.0,0.5,2.0,Cookies,137,26.0,528
Keebler,Keebler, Mint Creme Middles,516,4.3,65.4,3.2,38.9,283,15.6,3.7,6.6,0.6,3.0,Cookies,134,26.0,516
Keebler,Keebler, Peanut Creme Filled Cookies,537,7.2,57.6,3.3,30.3,354,16.9,6.8,6.0,0.3,2.0,Cookies,161,30.0,537
Keebler,Keebler, Triple Fudge Filled Cookies,533,3.6,64.2,3.0,42.7,235,17.1,4.3,6.3,0.44,2.0,Cookies,165,31.0,533
Keebler,Keebler, Holiday,444,4.9,77.9,2.1,32.9,420,3.9,2.7,4.5,0.2,5.0,Cookies,147,33.0,444
Keebler,Keebler, Cinnamon Crisp,430,5.9,76.3,3.3,26.9,474,2.7,2.9,5.7,0.57,8.0,Crackers,129,30.0,430
Keebler,Keebler, Chips Deluxe,473,5.3,71.3,2.5,31.4,385,7.7,4.9,5.6,0.2,1.0,Pouch,118,25.0,473
Keebler,Keebler, Chips Deluxe,470,4.7,74.3,1.8,33.5,383,7.1,4.0,5.5,0.2,1.0,Pouch,118,25.0,470
Keebler,Keebler, Chocolate Chip Grahams,433,7.4,75.6,11.0,22.8,289,4.8,3.1,4.0,0.1,1.0,Pouch,108,25.0,433
Keebler,Keebler, Cinnamon Grahams,415,7.4,75.6,10.4,20.5,324,4.1,2.8,4.9,0.2,1.0,Pouch,104,25.0,415
Keebler,Keebler, Prepared From Recipe,470,5.0,73.9,1.5,28.2,380,5.5,3.8,6.2,0.25,6.0,Cookies,136,29.0,470
Keebler,Keebler, Prepared From Recipe,467,6.5,69.5,4.1,35.6,297,5.8,4.4,6.9,0.24,2.0,Cookies,135,29.0,467
Keebler,Keebler, Prepared From Recipe,465,7.1,71.8,3.33,26.5,357,3.2,8.4,2.2,0.49,1.0,Serving,144,31.0,465
Keebler,Keebler, Prepared From Recipe,478,7.1,67.7,4.5,30.9,325,6.3,4.9,7.5,0.27,2.0,Cookies,139,29.0,478
Keebler,Keebler, Chocolate Pie Crust,490,5.1,67.7,1.8,28.7,507,5.0,6.7,0.8,9.4,0.12,"Crust, 1 Serving (From 9"" Shell)",103,21.0,490
Keebler,Keebler," Graham Pie Crust (10"")",472,4.9,73.5,2.5,29.7,483,3.8,5.2,0.5,7.54,0.12,Crust,99,21.0,472
Keebler,Keebler, Shortbread Pie Crust,502,4.4,69.1,1.3,26.6,430,5.1,6.9,0.5,0.0,0.12,"Crust, 9"" Crust",105,21.0,502
Keebler,Keebler, Cashew Shortbread Cookies,535,6.3,59.3,1.5,23.2,370,9.5,8.3,10.2,0.44,2.0,Cookies,161,30.0,535
Keebler,Keebler, Chocolate Chip & Pecan Shortbread Cookies,546,5.6,59.2,2.4,26.5,304,10.7,8.9,10.4,0.37,2.0,Cookies,169,31.0,546
Keebler,Keebler, Dark Chocolate Almond Shortbread Cookies,540,6.1,59.9,2.6,26.5,303,10.8,7.0,9.4,0.37,2.0,Cookies,162,30.0,540
Keebler,Keebler, Pecan Shortbread Cookies,541,5.0,59.0,1.9,22.5,354,9.5,8.4,11.4,0.4,2.0,Cookies,168,31.0,541
Keebler,Keebler, Pecan Shortbread Cookies,488,6.7,67.1,2.1,23.9,401,6.6,5.6,7.8,0.28,2.0,Cookies,151,31.0,488
Keebler,Keebler, Simply Shortbread Cookies,528,6.0,62.2,1.4,22.6,291,13.2,6.4,6.4,0.69,2.0,Cookies,164,31.0,528
Keebler,Keebler, Chocolate Chip Cookies,477,3.6,66.2,1.7,36.9,350,9.0,4.7,6.8,0.3,2.0,Cookies,153,32.0,477
Keebler,Keebler, Prepared From Recipe,375,7.3,78.0,2.1,26.4,326,0.8,2.0,0.8,0.0,1.0,Cone,49,13.0,375
Keebler,Keebler, Prepared From Recipe,469,4.5,71.0,1.3,32.0,267,6.5,6.4,1.4,5.42,2.0,Cookies,178,38.0,469
Keebler,Keebler, Prepared From Recipe,489,10.6,60.2,3.2,11.6,772,3.6,8.2,8.5,0.14,1.0,Package,191,39.0,489
Keebler,Keebler, Prepared From Recipe,475,3.8,69.9,2.3,41.2,324,10.3,5.2,1.1,4.27,2.0,Cookies,181,38.0,475
Keebler,Keebler, Buttercrisps Crackers,495,5.5,65.0,1.8,8.4,930,4.0,5.8,13.7,0.24,5.0,Crackers,79,16.0,495
Keebler,Keebler, Onion Crackers,479,5.7,67.7,2.2,9.7,1006,3.4,5.0,12.0,0.2,5.0,Crackers,77,16.0,479
Keebler,Keebler, Party Pack Cracker Assortment,483,6.5,64.4,2.9,7.2,904,3.8,5.8,13.1,0.2,5.0,Crackers,77,16.0,483
Keebler,Keebler, Sesame Crackers,496,6.6,62.6,2.8,4.1,887,3.5,5.2,15.4,0.2,5.0,Crackers,79,16.0,496
Keebler,Keebler, Wheat Crackers,466,8.3,66.1,4.0,9.0,875,3.2,5.0,11.4,0.18,5.0,Crackers,75,16.0,466
Keebler,Keebler, Bistro Multigrain Crackers,460,7.3,67.0,3.4,8.6,797,4.3,6.6,3.5,5.1,2.0,Crackers,74,16.0,460
Keebler,Keebler, Flatbread Crisps,443,8.0,72.8,3.6,5.2,942,2.1,3.1,7.2,0.1,8.0,Crackers,66,15.0,443
Keebler,Keebler, Flipsides,476,8.0,61.3,2.1,5.4,1454,4.0,5.0,11.9,0.2,5.0,Crackers,71,15.0,476
Keebler,Keebler, Flipsides,486,6.5,63.0,2.2,6.6,1517,4.1,5.6,13.3,0.23,5.0,Crackers,73,15.0,486
Keebler,Keebler, Flipsides,487,6.6,64.3,2.1,6.8,1240,3.8,5.6,13.2,0.22,5.0,Crackers,73,15.0,487
Keebler,Keebler, Flipsides,450,7.2,70.4,2.3,7.5,1288,2.6,3.8,9.1,0.1,5.0,Crackers,63,14.0,450
Keebler,Keebler, Original Crackers,526,5.1,59.8,1.7,6.5,826,4.8,7.9,16.6,0.29,5.0,Crackers,84,16.0,526
Keebler,Keebler, Reduced Fat Crackers,431,6.6,77.1,2.2,8.4,868,2.0,2.6,6.5,0.1,6.0,Crackers,65,15.0,431
Keebler,Keebler, Toppers,483,6.4,71.6,2.8,8.0,958,3.0,5.4,10.5,0.12,3.0,Crackers,68,14.0,483
Keebler,Keebler, Toppers,462,7.6,68.4,3.4,13.7,871,3.0,4.5,10.6,0.17,3.0,Crackers,65,14.0,462
Keebler,Keebler, Toppers,483,7.6,66.8,2.6,8.0,967,2.9,5.7,11.8,0.11,3.0,Crackers,68,14.0,483
Keebler,Keebler, Wheat Crackers,489,6.3,63.2,2.8,3.1,876,4.0,6.0,14.1,0.2,5.0,Crackers,78,16.0,489
Keebler,Keebler, Iced Lemonade Cookies,502,4.5,66.3,1.0,29.9,262,8.0,5.5,9.0,0.36,4.0,Cookies,146,29.0,502
Keebler,Keebler, Iced Oatmeal Cookies,463,5.4,71.0,2.7,36.3,493,5.8,4.2,6.7,0.25,4.0,Cookies,148,32.0,463
Keebler,Keebler, Prepared From Recipe,462,4.0,73.1,1.4,31.6,402,5.7,3.9,6.6,0.25,8.0,Cookies,139,30.0,462
Keebler,Keebler, Rainbow,466,4.0,72.3,1.3,31.1,400,6.0,4.1,6.8,0.28,18.0,Cookies,140,30.0,466
Keebler,Keebler, Prepared From Recipe,492,4.5,73.2,1.5,33.6,301,6.7,3.7,9.3,0.37,2.0,Cookies,153,31.0,492
Keebler,Keebler, Reduced Fat,465,4.5,78.1,1.5,37.2,366,4.9,2.7,7.1,0.27,2.0,Cookies,144,31.0,465
Keebler,Keebler, Prepared From Recipe,424,6.5,87.7,1.8,31.6,149,0.9,1.9,1.4,0.92,1.0,Waffle,51,12.0,424
Keebler,Keebler, Prepared From Recipe,424,6.5,87.7,1.8,31.6,149,0.9,1.9,1.4,0.92,1.0,Cone,51,12.0,424
Keebler,Keebler, Honey Wheat Crackers,482,7.6,67.0,3.3,15.0,679,4.7,6.5,7.9,1.26,17.0,Crackers,145,30.0,482
Keebler,Keebler, Nut Crisp Crackers,472,8.4,66.5,3.9,11.7,743,3.1,6.1,10.6,0.2,16.0,Crackers,142,30.0,472
Keebler,Keebler, Nut Crisp Crackers,483,7.6,65.7,3.8,11.6,654,3.6,6.6,11.2,0.2,16.0,Crackers,145,30.0,483
Keebler,Keebler, Export Sodas Crackers,414,5.6,74.0,3.3,2.3,597,2.3,3.6,1.1,4.5,3.0,Crackers,58,14.0,414
Keebler,Keebler, Saltines With Whole Wheat,416,8.4,75.1,3.2,2.1,1532,1.4,2.4,5.8,0.0,5.0,Crackers,62,15.0,416
Keebler,Keebler, Saltines,418,8.2,76.1,2.5,1.6,1021,1.3,2.2,5.5,0.0,5.0,Crackers,63,15.0,418
Keikitos (Muffins),Keikitos (Muffins), Prepared From Recipe,467,6.8,53.2,1.2,25.8,515,4.84,4.51,4.37,0.49,1.0,Piece,196,42.0,467
Kellogg'S,Kellogg'S Eggo Lowfat Blueberry Nutri-Grain Waffles, Prepared From Recipe,208,6.0,42.7,3.5,8.9,591,0.4,1.2,0.8,0.49,1.0,"Waffle, Round (4"" Dia) (Include Frozen)",73,35.0,208
Kellogg'S,Kellogg'S, Garlic And Herb Crackers,467,8.6,63.5,16.3,10.0,850,3.2,5.2,11.5,0.0,18.0,Crackers,140,30.0,467
Kellogg'S,Kellogg'S, Multigrain Crackers,415,8.6,65.7,16.4,12.9,690,3.2,4.8,11.3,0.2,18.0,Crackers,125,30.0,415
Kellogg'S,Kellogg'S, Original 3-Bean Chips,487,22.9,46.5,14.2,5.3,794,2.0,19.5,2.6,0.1,12.0,Chips,136,28.0,487
Kellogg'S,Kellogg'S, Pancakes,255,5.0,43.4,1.0,15.6,456,1.2,1.6,3.6,0.1,3.0,Pancakes,260,105.0,255
Kellogg'S,Kellogg'S, Pancakes,258,5.0,43.1,1.1,14.9,456,1.6,1.7,3.6,0.1,3.0,Pancakes,260,105.0,258
Kellogg'S,Kellogg'S, Prepared From Recipe,367,7.5,84.4,1.2,9.3,638,0.1,0.1,0.2,0.0,6.0,Tbsp,121,33.0,367
Kellogg'S,Kellogg'S, Pancakes,251,5.5,39.6,1.0,10.3,521,1.3,1.9,4.4,0.1,11.0,Pancakes,260,110.0,251
Kellogg'S,Kellogg'S, Waffles,281,10.8,37.0,1.2,2.7,562,2.5,2.6,4.2,0.2,2.0,Waffles,197,70.0,281
Kellogg'S,Kellogg'S, Waffles,296,5.5,41.4,1.5,9.2,540,3.1,3.1,5.2,0.2,2.0,Waffles,207,70.0,296
Kellogg'S,Kellogg'S, Biscuit Scramblers,258,8.8,38.3,2.1,4.7,610,4.1,1.5,1.1,0.0,1.0,Bscuit,260,105.0,258
Kellogg'S,Kellogg'S, Biscuit Scramblers,254,8.8,38.3,2.3,4.7,583,4.0,1.5,1.1,0.0,1.0,Bscuit,260,105.0,254
Kellogg'S,Kellogg'S, Fiberplus Waffles,227,4.7,41.8,13.2,4.7,559,2.1,2.0,3.2,0.2,2.0,Waffles,159,70.0,227
